id, country
769, fi
770, es
771, ca
772, fi
773, fi
774, fi
775, de
776, es
777, ca
778, se
779, ca
780, fi
781, it
782, fr
783, se
784, gb
785, de
786, de
787, gb
788, se
789, no
790, fr
791, fi
792, es
793, de
794, gb
795, it
796, us
797, us
798, fr
799, de
800, gb
801, no
802, it
803, no
804, fr
805, fi
806, se
807, de
808, us
809, ca
810, ca
811, us
812, se
813, ca
814, us
815, se
816, fr
817, fr
818, it
819, ca
820, es
821, gb
822, es
823, se
824, es
825, it
826, ca
827, it
828, es
829, se
830, us
831, se
832, it
833, de
834, fi
835, de
836, ca
837, se
838, no
839, us
840, fr
841, ca
842, it
843, us
844, it
845, it
846, gb
847, es
848, us
849, de
850, it
851, ca
852, gb
853, ca
854, ca
855, us
856, fi
857, fr
858, us
859, fr
860, de
861, de
862, it
863, fr
864, de
865, de
866, fi
867, ca
868, fr
869, it
870, es
871, se
872, gb
873, de
874, es
875, fi
876, ca
877, fr
878, no
879, es
880, fr
881, es
882, es
883, es
884, ca
885, it
886, de
887, fr
888, no
889, no
890, us
891, es
892, se
893, it
894, fi
895, es
896, se
897, it
898, no
899, de
900, us
901, it
902, no
903, fi
904, es
905, ca
906, no
907, fr
908, de
909, us
910, it
911, fr
912, fr
913, gb
914, ca
915, ca
916, es
917, fi
918, se
919, se
920, gb
921, fr
922, us
923, fr
924, no
925, us
926, de
927, es
928, de
929, it
930, no
931, gb
932, fi
933, ca
934, gb
935, us
936, de
937, ca
938, fr
939, fr
940, no
941, se
942, no
943, es
944, no
945, us
946, se
947, fi
948, ca
949, gb
950, fi
951, fr
952, no
953, fi
954, fi
955, gb
956, gb
957, de
958, es
959, de
960, es
961, fr
962, it
963, fi
964, fi
965, us
966, se
967, ca
968, fr
969, us
970, us
971, no
972, es
973, de
974, us
975, gb
976, es
977, us
978, gb
979, it
980, no
981, fi
982, se
983, us
984, de
985, it
986, es
987, gb
988, de
989, gb
990, it
991, es
992, fi
993, ca
994, se
995, es
996, us
997, de
998, se
999, fr
1000, de
1001, gb
1002, ca
1003, gb
1004, no
1005, de
1006, ca
1007, fr
1008, no
1009, gb
1010, ca
1011, no
1012, de
1013, se
1014, it
1015, no
1016, fr
1017, es
1018, fr
1019, no
1020, it
1021, fr
1022, fi
1023, fi
1024, fr
1025, us
1026, it
1027, it
1028, fi
1029, fi
1030, se
1031, ca
1032, it
1033, it
1034, fi
1035, fi
1036, it
1037, se
1038, de
1039, no
1040, no
1041, gb
1042, no
1043, fr
1044, de
1045, no
1046, fi
1047, ca
1048, de
1049, no
1050, ca
1051, fr
1052, fi
1053, es
1054, ca
1055, ca
1056, de
1057, fi
1058, se
1059, ca
1060, us
1061, gb
1062, fr
1063, fr
1064, gb
1065, no
1066, gb
1067, de
1068, it
1069, no
1070, ca
1071, ca
1072, no
1073, it
1074, de
1075, se
1076, fr
1077, de
1078, ca
1079, se
1080, gb
1081, gb
1082, se
1083, es
1084, de
1085, de
1086, es
1087, fr
1088, no
1089, se
1090, gb
1091, it
1092, fr
1093, no
1094, no
1095, gb
1096, ca
1097, se
1098, no
1099, ca
1100, no
1101, it
1102, ca
1103, es
1104, us
1105, de
1106, us
1107, es
1108, fr
1109, gb
1110, se
1111, de
1112, gb
1113, ca
1114, es
1115, es
1116, gb
1117, gb
1118, fi
1119, us
1120, es
1121, it
1122, de
1123, us
1124, fr
1125, fi
1126, fi
1127, de
1128, fr
1129, es
1130, no
1131, it
1132, ca
1133, fi
1134, se
1135, fi
1136, se
1137, de
1138, gb
1139, fr
1140, fi
1141, gb
1142, us
1143, fi
1144, it
1145, gb
1146, de
1147, no
1148, se
1149, it
1150, de
1151, fr
1152, fi
1153, fr
1154, de
1155, it
1156, fr
1157, ca
1158, fi
1159, de
1160, fr
1161, fr
1162, es
1163, no
1164, us
1165, fi
1166, de
1167, de
1168, it
1169, no
1170, it
1171, de
1172, fr
1173, gb
1174, de
1175, gb
1176, no
1177, fr
1178, de
1179, no
1180, no
1181, de
1182, no
1183, fi
1184, es
1185, de
1186, se
1187, no
1188, us
1189, fi
1190, se
1191, de
1192, fr
1193, it
1194, gb
1195, gb
1196, no
1197, fi
1198, fr
1199, us
1200, gb
1201, ca
1202, es
1203, fr
1204, fr
1205, it
1206, gb
1207, es
1208, no
1209, fr
1210, se
1211, us
1212, ca
1213, es
1214, gb
1215, de
1216, de
1217, es
1218, us
1219, se
1220, gb
1221, se
1222, fi
1223, it
1224, de
1225, gb
1226, us
1227, se
1228, es
1229, no
1230, gb
1231, no
1232, fi
1233, es
1234, se
1235, fr
1236, ca
1237, es
1238, fi
1239, no
1240, es
1241, se
1242, fi
1243, fr
1244, de
1245, fi
1246, ca
1247, de
1248, gb
1249, no
1250, no
1251, us
1252, ca
1253, se
1254, es
1255, no
1256, us
1257, fi
1258, se
1259, no
1260, no
1261, se
1262, se
1263, us
1264, ca
1265, it
1266, se
1267, se
1268, ca
1269, de
1270, se
1271, it
1272, us
1273, us
1274, se
1275, es
1276, gb
1277, fr
1278, no
1279, es
1280, de
1281, no
1282, no
1283, ca
1284, es
1285, no
1286, es
1287, gb
1288, ca
1289, gb
1290, gb
1291, us
1292, ca
1293, de
1294, fi
1295, de
1296, se
1297, no
1298, se
1299, ca
1300, no
1301, se
1302, no
1303, it
1304, gb
1305, ca
1306, no
1307, se
1308, de
1309, gb
1310, de
1311, de
1312, se
1313, fr
1314, fi
1315, es
1316, fr
1317, se
1318, it
1319, fr
1320, us
1321, us
1322, no
1323, de
1324, gb
1325, it
1326, se
1327, it
1328, fi
1329, fi
1330, fr
1331, de
1332, fr
1333, fr
1334, it
1335, ca
1336, it
1337, it
1338, es
1339, fr
1340, fr
1341, us
1342, gb
1343, it
1344, no
1345, ca
1346, fi
1347, us
1348, fr
1349, ca
1350, es
1351, it
1352, it
1353, se
1354, it
1355, se
1356, es
1357, de
1358, fr
1359, fr
1360, ca
1361, se
1362, es
1363, fr
1364, es
1365, de
1366, no
1367, de
1368, it
1369, se
1370, es
1371, ca
1372, es
1373, us
1374, fi
1375, fi
1376, us
1377, fr
1378, de
1379, de
1380, es
1381, de
1382, fr
1383, es
1384, it
1385, us
1386, gb
1387, ca
1388, fi
1389, us
1390, us
1391, no
1392, fi
1393, it
1394, de
1395, gb
1396, it
1397, gb
1398, ca
1399, es
1400, es
1401, fi
1402, no
1403, de
1404, gb
1405, it
1406, gb
1407, fi
1408, fi
1409, no
1410, fr
1411, fi
1412, se
1413, it
1414, no
1415, ca
1416, se
1417, us
1418, gb
1419, de
1420, se
1421, no
1422, de
1423, no
1424, gb
1425, de
1426, ca
1427, es
1428, fr
1429, es
1430, gb
1431, fr
1432, se
1433, fi
1434, gb
1435, de
1436, fr
1437, it
1438, no
1439, ca
1440, ca
1441, fi
1442, us
1443, no
1444, us
1445, fr
1446, gb
1447, no
1448, de
1449, gb
1450, fr
1451, es
1452, fi
1453, de
1454, fr
1455, fi
1456, it
1457, no
1458, gb
1459, us
1460, fi
1461, it
1462, se
1463, ca
1464, us
1465, gb
1466, se
1467, fi
1468, se
1469, it
1470, se
1471, ca
1472, us
1473, es
1474, no
1475, fi
1476, ca
1477, fi
1478, fr
1479, se
1480, de
1481, us
1482, se
1483, it
1484, no
1485, no
1486, fi
1487, fr
1488, fr
1489, se
1490, de
1491, ca
1492, se
1493, fr
1494, gb
1495, fi
1496, fr
1497, es
1498, fr
1499, ca
1500, it
1501, fr
1502, de
1503, fi
1504, us
1505, de
1506, fr
1507, it
1508, us
1509, fi
1510, es
1511, gb
1512, se
1513, de
1514, it
1515, de
1516, se
1517, de
1518, us
1519, es
1520, es
1521, se
1522, it
1523, gb
1524, it
1525, se
1526, ca
1527, fi
1528, es
1529, fr
1530, us
1531, es
1532, ca
1533, es
1534, ca
1535, fr
1536, fr
1537, se
1538, gb
1539, no
1540, es
1541, fi
1542, de
1543, fr
1544, de
1545, es
1546, fi
1547, se
1548, se
1549, es
1550, es
1551, us
1552, no
1553, fi
1554, ca
1555, fi
1556, no
1557, es
1558, de
1559, gb
1560, us
1561, es
1562, no
1563, es
1564, fr
1565, es
1566, fr
1567, us
1568, fr
1569, gb
1570, es
1571, gb
1572, se
1573, es
1574, se
1575, it
1576, gb
1577, fr
1578, fr
1579, fi
1580, it
1581, us
1582, de
1583, ca
1584, es
1585, fr
1586, it
1587, se
1588, es
1589, es
1590, it
1591, us
1592, gb
1593, se
1594, gb
1595, no
1596, se
1597, ca
1598, gb
1599, gb
1600, gb
1601, fr
1602, it
1603, de
1604, de
1605, fr
1606, no
1607, ca
1608, gb
1609, de
1610, no
1611, ca
1612, de
1613, ca
1614, no
1615, fi
1616, gb
1617, no
1618, no
1619, es
1620, es
1621, it
1622, se
1623, gb
1624, it
1625, ca
1626, de
1627, us
1628, ca
1629, se
1630, fr
1631, it
1632, us
1633, us
1634, fr
1635, gb
1636, no
1637, de
1638, it
1639, gb
1640, fr
1641, fr
1642, no
1643, gb
1644, de
1645, de
1646, de
1647, fi
1648, us
1649, fr
1650, fr
1651, us
1652, fr
1653, gb
1654, gb
1655, fi
1656, gb
1657, it
1658, gb
1659, it
1660, no
1661, gb
1662, ca
1663, gb
1664, it
1665, se
1666, fi
1667, us
1668, fi
1669, it
1670, fi
1671, ca
1672, se
1673, se
1674, de
1675, fr
1676, es
1677, ca
1678, no
1679, fr
1680, ca
1681, gb
1682, it
1683, no
1684, ca
1685, se
1686, fi
1687, es
1688, gb
1689, ca
1690, gb
1691, ca
1692, fr
1693, us
1694, us
1695, us
1696, fr
1697, ca
1698, no
1699, de
1700, se
1701, ca
1702, us
1703, de
1704, us
1705, no
1706, gb
1707, se
1708, gb
1709, ca
1710, se
1711, se
1712, de
1713, fi
1714, se
1715, no
1716, de
1717, it
1718, no
1719, no
1720, fr
1721, se
1722, fi
1723, it
1724, se
1725, fi
1726, ca
1727, fr
1728, fr
1729, it
1730, fr
1731, fi
1732, it
1733, gb
1734, se
1735, us
1736, se
1737, gb
1738, gb
1739, ca
1740, fr
1741, fr
1742, fr
1743, se
1744, us
1745, de
1746, de
1747, no
1748, fi
1749, es
1750, no
1751, fi
1752, fr
1753, it
1754, se
1755, es
1756, fi
1757, se
1758, se
1759, fr
1760, se
1761, de
1762, ca
1763, se
1764, us
1765, es
1766, gb
1767, de
1768, fi
1769, gb
1770, de
1771, gb
1772, no
1773, fr
1774, fr
1775, it
1776, no
1777, ca
1778, se
1779, fi
1780, no
1781, fr
1782, no
1783, ca
1784, no
1785, de
1786, gb
1787, de
1788, fr
1789, it
1790, es
1791, it
1792, gb
1793, gb
1794, no
1795, se
1796, ca
1797, us
1798, it
1799, de
1800, no
1801, gb
1802, es
1803, no
1804, fi
1805, ca
1806, it
1807, de
1808, es
1809, fr
1810, es
1811, gb
1812, ca
1813, es
1814, se
1815, us
1816, it
1817, es
1818, gb
1819, ca
1820, gb
1821, fr
1822, fr
1823, fi
1824, fi
1825, fr
1826, es
1827, gb
1828, ca
1829, fr
1830, es
1831, es
1832, no
1833, no
1834, se
1835, it
1836, it
1837, ca
1838, it
1839, ca
1840, us
1841, se
1842, fi
1843, us
1844, it
1845, it
1846, fi
1847, gb
1848, gb
1849, de
1850, es
1851, se
1852, it
1853, ca
1854, us
1855, it
1856, de
1857, de
1858, fr
1859, no
1860, ca
1861, it
1862, gb
1863, gb
1864, es
1865, gb
1866, es
1867, de
1868, gb
1869, ca
1870, de
1871, us
1872, fi
1873, ca
1874, gb
1875, de
1876, no
1877, us
1878, us
1879, it
1880, es
1881, us
1882, es
1883, fr
1884, fr
1885, de
1886, fi
1887, fi
1888, no
1889, gb
1890, ca
1891, de
1892, se
1893, es
1894, de
1895, fi
1896, fi
1897, de
1898, fr
1899, se
1900, de
1901, fi
1902, se
1903, de
1904, no
1905, se
1906, gb
1907, us
1908, fr
1909, fr
1910, ca
1911, es
1912, us
1913, es
1914, se
1915, de
1916, us
1917, se
1918, fi
1919, us
1920, es
1921, us
1922, de
1923, de
1924, de
1925, se
1926, ca
1927, it
1928, se
1929, de
1930, it
1931, us
1932, ca
1933, fr
1934, de
1935, us
1936, ca
1937, es
1938, us
1939, fi
1940, it
1941, se
1942, es
1943, fi
1944, de
1945, gb
1946, gb
1947, fr
1948, no
1949, fr
1950, fi
1951, no
1952, fr
1953, fr
1954, gb
1955, es
1956, gb
1957, us
1958, ca
1959, no
1960, gb
1961, gb
1962, de
1963, gb
1964, no
1965, fi
1966, de
1967, de
1968, ca
1969, no
1970, fr
1971, de
1972, gb
1973, gb
1974, fr
1975, no
1976, se
1977, es
1978, se
1979, us
1980, it
1981, se
1982, fr
1983, fr
1984, fr
1985, es
1986, se
1987, de
1988, se
1989, gb
1990, se
1991, no
1992, de
1993, fi
1994, se
1995, no
1996, ca
1997, us
1998, ca
1999, fr
2000, es
2001, fi
2002, de
2003, it
2004, ca
2005, no
2006, no
2007, se
2008, de
2009, no
2010, es
2011, ca
2012, it
2013, fr
2014, fr
2015, se
2016, es
2017, es
2018, de
2019, fr
2020, it
2021, gb
2022, ca
2023, fi
2024, gb
2025, fr
2026, it
2027, es
2028, ca
2029, us
2030, ca
2031, gb
2032, fr
2033, no
2034, fi
2035, fr
2036, fr
2037, it
2038, es
2039, us
2040, gb
2041, de
2042, us
2043, se
2044, de
2045, se
2046, es
2047, se
2048, us
2049, no
2050, fi
2051, de
2052, fi
2053, fi
2054, gb
2055, ca
2056, se
2057, de
2058, de
2059, fi
2060, it
2061, fi
2062, fi
2063, no
2064, us
2065, ca
2066, no
2067, fi
2068, es
2069, us
2070, se
2071, fr
2072, gb
2073, no
2074, ca
2075, se
2076, no
2077, gb
2078, gb
2079, es
2080, ca
2081, it
2082, gb
2083, gb
2084, us
2085, de
2086, gb
2087, us
2088, no
2089, es
2090, es
2091, ca
2092, gb
2093, se
2094, no
2095, no
2096, no
2097, us
2098, us
2099, it
2100, no
2101, us
2102, fr
2103, se
2104, no
2105, es
2106, ca
2107, ca
2108, gb
2109, ca
2110, es
2111, it
2112, fi
2113, se
2114, fr
2115, de
2116, us
2117, se
2118, it
2119, se
2120, us
2121, fr
2122, se
2123, fr
2124, se
2125, es
2126, fi
2127, es
2128, es
2129, gb
2130, no
2131, es
2132, es
2133, no
2134, ca
2135, gb
2136, it
2137, it
2138, se
2139, it
2140, it
2141, us
2142, fr
2143, se
2144, us
2145, it
2146, se
2147, no
2148, de
2149, de
2150, se
2151, se
2152, es
2153, de
2154, fi
2155, se
2156, us
2157, es
2158, se
2159, it
2160, us
2161, fi
2162, es
2163, de
2164, fi
2165, fi
2166, fi
2167, it
2168, us
2169, se
2170, ca
2171, gb
2172, fr
2173, us
2174, no
2175, de
2176, fi
2177, us
2178, ca
2179, es
2180, gb
2181, gb
2182, it
2183, ca
2184, de
2185, fr
2186, fr
2187, de
2188, it
2189, ca
2190, us
2191, no
2192, se
2193, es
2194, no
2195, de
2196, de
2197, us
2198, fi
2199, fr
2200, fr
2201, no
2202, de
2203, de
2204, es
2205, fi
2206, it
2207, se
2208, es
2209, ca
2210, us
2211, se
2212, es
2213, us
2214, de
2215, us
2216, ca
2217, fi
2218, ca
2219, de
2220, de
2221, ca
2222, it
2223, gb
2224, se
2225, no
2226, ca
2227, fi
2228, no
2229, fr
2230, us
2231, no
2232, fi
2233, us
2234, de
2235, it
2236, it
2237, es
2238, se
2239, gb
2240, fr
2241, de
2242, us
2243, fr
2244, se
2245, no
2246, fr
2247, it
2248, it
2249, es
2250, de
2251, se
2252, ca
2253, de
2254, us
2255, us
2256, fr
2257, us
2258, fi
2259, no
2260, ca
2261, us
2262, fr
2263, gb
2264, us
2265, no
2266, it
2267, gb
2268, gb
2269, fr
2270, it
2271, se
2272, us
2273, es
2274, ca
2275, es
2276, no
2277, de
2278, it
2279, no
2280, no
2281, fi
2282, ca
2283, es
2284, de
2285, no
2286, ca
2287, es
2288, us
2289, gb
2290, us
2291, fi
2292, it
2293, no
2294, ca
2295, de
2296, it
2297, fi
2298, ca
2299, it
2300, it
2301, fr
2302, gb
2303, de
2304, ca
2305, it
2306, us
2307, de
2308, it
2309, gb
2310, ca
2311, us
2312, no
2313, gb
2314, fi
2315, ca
2316, ca
2317, es
2318, se
2319, es
2320, no
2321, fi
2322, de
2323, it
2324, gb
2325, fi
2326, es
2327, es
2328, fr
2329, fr
2330, fi
2331, es
2332, it
2333, ca
2334, gb
2335, de
2336, it
2337, se
2338, es
2339, se
2340, it
2341, es
2342, de
2343, de
2344, se
2345, gb
2346, gb
2347, fi
2348, no
2349, fr
2350, es
2351, fr
2352, it
2353, ca
2354, it
2355, fr
2356, se
2357, de
2358, fr
2359, es
2360, se
2361, fr
2362, fi
2363, no
2364, it
2365, ca
2366, us
2367, ca
2368, se
2369, no
2370, us
2371, fi
2372, es
2373, fr
2374, fi
2375, fr
2376, it
2377, de
2378, gb
2379, fr
2380, se
2381, es
2382, gb
2383, es
2384, us
2385, ca
2386, de
2387, se
2388, se
2389, fr
2390, no
2391, us
2392, no
2393, de
2394, fr
2395, es
2396, gb
2397, es
2398, gb
2399, gb
2400, ca
2401, de
2402, se
2403, us
2404, es
2405, de
2406, us
2407, fi
2408, no
2409, se
2410, it
2411, us
2412, fi
2413, fi
2414, us
2415, us
2416, us
2417, gb
2418, no
2419, it
2420, de
2421, us
2422, se
2423, no
2424, es
2425, it
2426, no
2427, ca
2428, gb
2429, gb
2430, it
2431, us
2432, us
2433, us
2434, fi
2435, fi
2436, fr
2437, it
2438, no
2439, es
2440, us
2441, se
2442, us
2443, de
2444, it
2445, gb
2446, it
2447, gb
2448, us
2449, es
2450, fi
2451, it
2452, es
2453, us
2454, no
2455, gb
2456, ca
2457, us
2458, ca
2459, it
2460, us
2461, se
2462, se
2463, no
2464, es
2465, us
2466, no
2467, es
2468, es
2469, it
2470, de
2471, se
2472, ca
2473, de
2474, fi
2475, se
2476, fi
2477, de
2478, us
2479, fr
2480, us
2481, fr
2482, it
2483, de
2484, se
2485, it
2486, us
2487, no
2488, us
2489, fr
2490, gb
2491, fi
2492, us
2493, it
2494, se
2495, se
2496, de
2497, de
2498, it
2499, de
2500, it
2501, es
2502, fr
2503, se
2504, fr
2505, gb
2506, us
2507, se
2508, ca
2509, us
2510, ca
2511, de
2512, ca
2513, ca
2514, se
2515, gb
2516, ca
2517, gb
2518, it
2519, fi
2520, ca
2521, es
2522, de
2523, es
2524, ca
2525, fi
2526, es
2527, es
2528, gb
2529, fi
2530, it
2531, it
2532, it
2533, it
2534, fr
2535, no
2536, de
2537, gb
2538, es
2539, gb
2540, es
2541, us
2542, gb
2543, us
2544, us
2545, fr
2546, fr
2547, de
2548, gb
2549, fi
2550, se
2551, us
2552, no
2553, no
2554, fi
2555, it
2556, de
2557, no
2558, se
2559, es
2560, gb
2561, de
2562, fr
2563, fi
2564, es
2565, es
2566, us
2567, us
2568, gb
2569, it
2570, gb
2571, es
2572, it
2573, it
2574, es
2575, fr
2576, ca
2577, gb
2578, fi
2579, es
2580, fi
2581, fr
2582, fi
2583, gb
2584, fr
2585, fi
2586, us
2587, no
2588, gb
2589, gb
2590, de
2591, it
2592, ca
2593, no
2594, fr
2595, fr
2596, it
2597, es
2598, es
2599, es
2600, no
2601, fi
2602, us
2603, it
2604, fi
2605, us
2606, se
2607, fr
2608, de
2609, ca
2610, it
2611, it
2612, se
2613, fr
2614, fi
2615, no
2616, de
2617, es
2618, ca
2619, fr
2620, ca
2621, gb
2622, de
2623, gb
2624, es
2625, us
2626, ca
2627, se
2628, no
2629, de
2630, es
2631, es
2632, us
2633, se
2634, de
2635, de
2636, ca
2637, de
2638, de
2639, no
2640, se
2641, us
2642, no
2643, fr
2644, se
2645, us
2646, fi
2647, fr
2648, us
2649, us
2650, no
2651, ca
2652, no
2653, it
2654, us
2655, de
2656, de
2657, us
2658, de
2659, ca
2660, fr
2661, fi
2662, de
2663, es
2664, gb
2665, ca
2666, gb
2667, no
2668, no
2669, es
2670, it
2671, ca
2672, us
2673, it
2674, fr
2675, fi
2676, gb
2677, no
2678, fi
2679, fi
2680, gb
2681, fr
2682, ca
2683, fr
2684, it
2685, it
2686, se
2687, fi
2688, es
2689, no
2690, de
2691, no
2692, ca
2693, ca
2694, ca
2695, us
2696, us
2697, fr
2698, es
2699, se
2700, us
2701, fr
2702, fi
2703, se
2704, it
2705, de
2706, ca
2707, ca
2708, de
2709, fi
2710, ca
2711, fi
2712, gb
2713, gb
2714, no
2715, es
2716, gb
2717, fi
2718, us
2719, se
2720, de
2721, it
2722, es
2723, no
2724, fr
2725, se
2726, gb
2727, de
2728, us
2729, es
2730, gb
2731, se
2732, se
2733, es
2734, se
2735, us
2736, se
2737, no
2738, es
2739, fi
2740, gb
2741, it
2742, ca
2743, no
2744, fi
2745, fi
2746, fi
2747, no
2748, fi
2749, es
2750, us
2751, es
2752, es
2753, es
2754, de
2755, us
2756, gb
2757, it
2758, no
2759, us
2760, se
2761, no
2762, no
2763, se
2764, us
2765, gb
2766, fi
2767, se
2768, us
2769, us
2770, no
2771, it
2772, gb
2773, ca
2774, no
2775, ca
2776, us
2777, fr
2778, it
2779, de
2780, ca
2781, us
2782, fi
2783, no
